timestamp,session_time,lap_count,lap_time,distance,speed_kmh,speed_ms,rpm,gear,throttle,brake,steering_angle,engine_temp,oil_temp,water_temp,tire_temp_fl,tire_temp_fr,tire_temp_rl,tire_temp_rr,brake_temp_fl,brake_temp_fr,brake_temp_rl,brake_temp_rr,oil_pressure,fuel_pressure,tire_pressure_fl,tire_pressure_fr,tire_pressure_rl,tire_pressure_rr,fuel_level,fuel_consumption_rate,latitude,longitude,altitude,accel_x,accel_y,accel_z,pitch,roll,battery_voltage,alternator_current
2026-02-05T21:12:43.313697,1.0067460536956787,0,0.0,2.5641686432229123,15.37,4.27,1153.0,1,99.9,15.0,-45.0,88.7,84.7,87.8,38.9,38.9,38.9,38.9,25.0,25.0,25.0,25.0,3.44,2.88,1.84,1.81,1.82,1.84,99.9,2.21,0.0,0.0,0.0,6.49,0.0,9.61,12.99,0.0,13.77,7.4
2026-02-05T21:12:43.414227,1.1072745323181152,0,0.0,3.029936424927816,16.77,4.66,1185.0,1,99.9,14.9,-45.0,88.7,84.7,87.7,40.2,40.2,40.2,40.2,25.0,25.0,25.0,25.0,3.43,2.8,1.84,1.81,1.82,1.85,99.9,2.28,0.0,0.0,0.0,6.49,0.0,9.51,12.99,0.0,13.71,7.6
2026-02-05T21:12:43.514765,1.2076795101165771,0,0.0,3.5343741945563036,18.16,5.04,1217.0,1,99.8,14.9,-45.0,88.6,84.6,87.7,41.6,41.6,41.6,41.6,25.0,25.0,25.0,25.0,3.42,2.86,1.84,1.83,1.83,1.83,99.9,2.34,0.0,0.0,0.0,6.49,0.0,9.72,12.99,0.0,13.71,7.8
2026-02-05T21:12:43.615759,1.3087892532348633,0,0.0,4.077449752830664,19.55,5.43,1249.0,1,99.8,14.9,-45.0,88.6,84.6,87.7,43.0,43.0,43.0,43.0,25.0,25.0,25.0,25.0,3.42,2.83,1.85,1.83,1.85,1.84,99.9,2.4,0.0,0.0,0.0,6.49,0.0,10.08,12.99,0.0,13.82,8.0
2026-02-05T21:12:43.716558,1.4093985557556152,0,0.0,4.659128770005624,20.94,5.82,1281.0,1,99.8,14.9,-45.0,88.5,84.5,87.6,44.4,44.4,44.4,44.4,25.0,25.0,25.0,25.0,3.41,2.86,1.84,1.84,1.83,1.82,99.9,2.46,0.0,0.0,0.0,6.49,0.0,9.69,12.98,0.0,13.82,8.2
2026-02-05T21:12:43.817444,1.5104477405548096,0,0.0,5.279374793330659,22.33,6.2,1312.0,1,99.8,14.9,-45.0,88.5,84.5,87.6,45.9,45.9,45.9,45.9,25.0,25.0,25.0,25.0,3.42,2.8,1.85,1.83,1.86,1.82,99.9,2.52,0.0,0.0,0.0,6.49,0.0,10.23,12.98,0.0,13.86,8.4
2026-02-05T21:12:43.918484,1.6115078926086426,0,0.0,5.93814925497492,23.72,6.59,1344.0,1,99.8,14.9,-45.0,88.5,84.5,87.6,47.4,47.4,47.4,47.4,25.0,25.0,25.0,25.0,3.42,2.8,1.85,1.85,1.85,1.84,99.9,2.58,0.0,0.0,0.0,6.49,0.0,10.29,12.98,0.0,13.8,8.6
2026-02-05T21:12:44.019392,1.712411642074585,0,0.0,6.635411480411106,25.1,6.97,1376.0,1,99.8,14.9,-45.0,88.5,84.4,87.5,48.8,48.8,48.8,48.8,25.0,25.0,25.0,25.0,3.42,2.88,1.85,1.86,1.84,1.85,99.9,2.64,0.0,0.0,0.0,6.49,0.0,10.22,12.98,0.0,13.75,8.8
2026-02-05T21:12:44.119717,1.8127250671386719,0,0.0,7.371118697254393,26.49,7.36,1408.0,1,99.8,14.9,-45.0,88.5,84.4,87.5,50.3,50.3,50.3,50.3,25.0,25.0,25.0,25.0,3.43,2.82,1.87,1.87,1.87,1.87,99.9,2.7,0.0,0.0,0.0,6.49,0.0,9.93,12.98,0.0,13.73,9.0
2026-02-05T21:12:44.220280,1.913266658782959,0,0.0,8.145226044552368,27.87,7.74,1440.0,1,99.8,14.9,-45.0,88.4,84.3,87.5,51.8,51.8,51.8,51.8,25.0,25.0,25.0,25.0,3.44,2.82,1.86,1.85,1.84,1.87,99.9,2.76,0.0,0.0,0.0,6.49,0.0,10.25,12.98,0.0,13.77,9.2
2026-02-05T21:12:44.321280,2.014286518096924,0,0.0,8.957686582521648,29.25,8.12,1471.0,1,99.7,14.9,-45.0,88.4,84.3,87.4,53.4,53.4,53.4,53.4,25.0,25.0,25.0,25.0,3.44,2.82,1.86,1.87,1.85,1.86,99.8,2.82,0.0,0.0,0.0,6.49,0.0,9.4,12.98,0.0,13.7,9.4
2026-02-05T21:12:44.421856,2.11489200592041,0,0.0,9.808451302726727,30.63,8.51,1503.0,1,99.7,14.9,-45.0,88.4,84.3,87.4,54.9,54.9,54.9,54.9,25.0,25.0,25.0,25.0,3.45,2.78,1.86,1.86,1.87,1.84,99.8,2.88,0.0,0.0,0.0,6.49,0.0,10.15,12.98,0.0,13.9,9.6
2026-02-05T21:12:44.522342,2.21535587310791,0,0.0,10.697469138696356,32.0,8.89,1535.0,1,99.7,14.9,-45.0,88.4,84.2,87.4,56.5,56.5,56.5,56.5,25.0,25.0,25.0,25.0,3.46,2.74,1.86,1.87,1.85,1.85,99.8,2.94,0.0,0.0,0.0,6.49,0.0,9.62,12.98,0.0,13.81,9.8
2026-02-05T21:12:44.623033,2.316037654876709,0,0.0,11.624686976972585,33.38,9.27,1566.0,1,99.7,14.9,-45.0,88.4,84.2,87.4,58.1,58.1,58.1,58.1,25.0,25.0,25.0,25.0,3.47,2.83,1.85,1.87,1.88,1.87,99.8,3.0,0.0,0.0,0.0,6.49,0.0,10.24,12.97,0.0,13.87,10.0
2026-02-05T21:12:44.724144,2.417175769805908,0,0.0,12.590049668587419,34.75,9.65,1598.0,1,99.7,14.9,-45.0,88.4,84.2,87.3,59.7,59.7,59.7,59.7,25.0,25.0,25.0,25.0,3.48,2.78,1.86,1.88,1.86,1.87,99.8,3.06,0.0,0.0,0.0,6.49,0.0,10.15,12.97,0.0,13.74,10.2
2026-02-05T21:12:44.824847,2.5178351402282715,0,0.0,13.593500040961816,36.12,10.03,1629.0,1,99.7,14.9,-45.0,88.5,84.1,87.3,61.3,61.3,61.3,61.3,25.0,25.0,25.0,25.0,3.49,2.87,1.86,1.89,1.87,1.88,99.8,3.12,0.0,0.0,0.0,6.49,0.0,10.3,12.97,0.0,13.8,10.4
2026-02-05T21:12:44.925700,2.6187353134155273,0,0.0,14.634978910221633,37.49,10.41,1661.0,1,99.7,14.9,-45.0,88.5,84.1,87.3,63.0,63.0,63.0,63.0,25.0,25.0,25.0,25.0,3.49,2.75,1.86,1.88,1.88,1.89,99.8,3.18,0.0,0.0,0.0,6.49,0.0,9.79,12.97,0.0,13.78,10.6
2026-02-05T21:12:45.026257,2.7192585468292236,0,0.0,15.714425093924898,38.86,10.79,1692.0,1,99.6,14.9,-45.0,88.5,84.1,87.3,64.6,64.6,64.6,64.6,25.0,25.0,25.0,25.0,3.5,2.87,1.89,1.86,1.88,1.86,99.8,3.24,0.0,0.0,0.0,6.48,0.0,9.94,12.97,0.0,13.72,10.8
2026-02-05T21:12:45.127164,2.820183277130127,0,0.0,16.831775424194635,40.22,11.17,1723.0,1,99.6,14.9,-45.0,88.5,84.1,87.2,66.3,66.3,66.3,66.3,25.0,25.0,25.0,25.0,3.51,2.81,1.88,1.9,1.89,1.9,99.8,3.3,0.0,0.0,0.0,6.48,0.0,9.54,12.97,0.0,13.7,11.0
2026-02-05T21:12:45.228029,2.921062469482422,0,0.0,17.98696476125132,41.59,11.55,1754.0,1,99.6,14.9,-45.0,88.6,84.0,87.2,68.0,68.0,68.0,68.0,25.0,25.0,25.0,25.0,3.52,2.8,1.87,1.87,1.9,1.9,99.8,3.36,0.0,0.0,0.0,6.48,0.0,9.99,12.97,0.0,13.74,11.2
2026-02-05T21:12:45.329266,3.022264003753662,0,0.0,19.17992600733882,42.95,11.93,1786.0,1,99.6,14.9,-45.0,88.6,84.0,87.2,69.7,69.7,69.7,69.7,25.0,25.0,25.0,25.0,3.53,2.9,1.88,1.9,1.9,1.87,99.7,3.42,0.0,0.0,0.0,6.48,0.0,10.1,12.97,0.0,13.85,11.4
2026-02-05T21:12:45.429525,3.122572422027588,0,0.0,20.41059012103764,44.3,12.31,1817.0,1,99.6,14.8,-45.0,88.6,84.0,87.2,71.4,71.4,71.4,71.4,25.0,25.0,25.0,25.0,3.54,2.71,1.9,1.87,1.91,1.9,99.7,3.48,0.0,0.0,0.0,6.48,0.0,10.19,12.97,0.0,13.83,11.6
2026-02-05T21:12:45.530042,3.2230498790740967,0,0.0,21.678886131958933,45.66,12.68,1848.0,1,99.6,14.8,-45.0,88.6,84.0,87.2,73.2,73.2,73.2,73.2,25.0,25.0,25.0,25.0,3.55,2.76,1.9,1.91,1.9,1.88,99.7,3.54,0.0,0.0,0.0,6.48,0.0,9.36,12.96,0.0,13.73,11.8
2026-02-05T21:12:45.630629,3.3236303329467773,0,0.0,22.984741155812845,47.01,13.06,1879.0,1,99.6,14.8,-45.0,88.7,84.0,87.1,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,3.56,2.83,1.91,1.88,1.89,1.91,99.7,3.6,0.0,0.0,0.0,6.48,0.0,9.97,12.96,0.0,13.72,12.0
2026-02-05T21:12:45.731141,3.4241855144500732,0,0.0,24.328080409844397,48.36,13.43,1910.0,1,99.6,14.8,-45.0,88.7,84.0,87.1,76.7,76.7,76.7,76.7,25.0,25.0,25.0,25.0,3.57,2.86,1.92,1.88,1.89,1.89,99.7,3.66,0.0,0.0,0.0,6.48,0.0,9.57,12.96,0.01,13.77,12.2
2026-02-05T21:12:45.831825,3.52485990524292,0,0.0,25.708827228630092,49.71,13.81,1941.0,1,99.5,14.8,-45.0,88.8,84.0,87.1,78.5,78.5,78.5,78.5,25.0,25.0,25.0,25.0,3.58,2.8,1.9,1.91,1.9,1.89,99.7,3.72,0.0,0.0,0.0,6.48,0.0,9.78,12.96,0.01,13.77,12.4
2026-02-05T21:12:45.932408,3.625458002090454,0,0.0,27.126903080228274,51.05,14.18,1972.0,1,99.5,14.8,-45.0,88.8,84.0,87.1,80.4,80.4,80.4,80.4,25.0,25.0,25.0,25.0,3.59,2.88,1.91,1.92,1.92,1.9,99.7,3.77,0.0,0.0,0.0,6.48,0.0,9.5,12.96,0.01,13.73,12.6
2026-02-05T21:12:46.032872,3.7259199619293213,0,0.0,28.58222758267611,52.39,14.55,2002.0,1,99.5,14.8,-45.0,88.9,84.0,87.1,82.2,82.2,82.2,82.2,25.0,25.0,25.0,25.0,3.6,2.71,1.91,1.92,1.9,1.93,99.7,3.83,0.0,0.0,0.0,6.48,0.0,9.66,12.96,0.01,13.77,12.8
2026-02-05T21:12:46.133380,3.8264307975769043,0,0.0,30.074718520825986,53.73,14.92,2033.0,1,99.5,14.8,-45.0,88.9,84.0,87.1,84.0,84.0,84.0,84.0,25.0,25.0,25.0,25.0,3.61,2.8,1.9,1.94,1.9,1.92,99.6,3.89,0.0,0.0,0.0,6.48,0.0,9.66,12.96,0.01,13.84,13.0
2026-02-05T21:12:46.233798,3.9268414974212646,0,0.0,31.604291863513954,55.06,15.3,2064.0,1,99.5,14.8,-45.0,88.9,84.0,87.1,85.9,85.9,85.9,85.9,25.0,25.0,25.0,25.0,3.62,2.84,1.9,1.92,1.91,1.91,99.6,3.95,0.0,0.0,0.0,6.48,0.0,9.38,12.96,0.01,13.87,13.2
2026-02-05T21:12:46.334540,4.027562379837036,0,0.0,33.17086178105279,56.4,15.67,2094.0,1,99.5,14.8,-45.0,89.0,84.0,87.1,87.8,87.8,87.8,87.8,25.0,25.0,25.0,25.0,3.63,2.73,1.91,1.92,1.93,1.94,99.6,4.01,0.0,0.0,0.0,6.48,0.0,9.66,12.96,0.01,13.74,13.4
2026-02-05T21:12:46.434974,4.128019094467163,0,0.0,34.774340663042096,57.73,16.03,2125.0,1,99.5,14.8,-45.0,89.0,84.0,87.1,89.7,89.7,89.7,89.7,25.0,25.0,25.0,25.0,3.64,2.76,1.93,1.92,1.91,1.91,99.6,4.06,0.0,0.0,0.0,6.48,0.0,10.26,12.95,0.01,13.73,13.6
2026-02-05T21:12:46.535787,4.2288336753845215,0,0.0,36.41463913648772,59.05,16.4,2155.0,1,99.5,14.8,-45.0,89.1,84.0,87.1,91.6,91.6,91.6,91.6,25.0,25.0,25.0,25.0,3.65,2.86,1.93,1.92,1.91,1.93,99.6,4.12,0.0,0.0,0.0,6.48,0.0,10.15,12.95,0.01,13.89,13.8
2026-02-05T21:12:46.636585,4.329602241516113,0,0.0,38.09166608422284,60.37,16.77,2186.0,1,99.4,14.8,-45.0,89.2,84.0,87.1,93.6,93.6,93.6,93.6,25.0,25.0,25.0,25.0,3.66,2.71,1.95,1.93,1.94,1.95,99.6,4.18,0.0,0.0,0.0,6.48,0.0,10.14,12.95,0.01,13.84,14.0
2026-02-05T21:12:46.737084,4.430126428604126,0,0.0,39.80532866362275,61.69,17.14,2216.0,1,99.4,14.8,-45.0,89.2,84.0,87.1,95.5,95.5,95.5,95.5,25.0,25.0,25.0,25.0,3.67,2.86,1.94,1.96,1.94,1.95,99.6,4.24,0.0,0.0,0.0,6.48,0.0,9.85,12.95,0.01,13.78,14.2
2026-02-05T21:12:46.837786,4.5307252407073975,0,0.0,41.55553232560552,63.01,17.5,2246.0,1,99.4,14.8,-45.0,89.3,84.0,87.1,97.5,97.5,97.5,97.5,25.0,25.0,25.0,25.0,3.68,2.79,1.95,1.94,1.93,1.95,99.5,4.29,0.0,0.0,0.0,6.48,0.0,9.46,12.95,0.01,13.82,14.4
2026-02-05T21:12:46.938607,4.631649017333984,0,0.0,43.34218083391035,64.32,17.87,2276.0,1,99.4,14.8,-45.0,89.3,84.0,87.1,99.5,99.5,99.5,99.5,25.0,25.0,25.0,25.0,3.69,2.79,1.95,1.94,1.96,1.95,99.5,4.35,0.0,0.0,0.0,6.47,0.0,10.02,12.95,0.01,13.71,14.6
2026-02-05T21:12:47.039447,4.732468843460083,0,0.0,45.165176284645746,65.63,18.23,2306.0,1,99.4,14.8,-45.0,89.4,84.0,87.1,101.5,101.5,101.5,101.5,25.0,25.0,25.0,25.0,3.7,2.73,1.94,1.95,1.95,1.96,99.5,4.41,0.0,0.0,0.0,6.47,0.0,9.87,12.95,0.01,13.79,14.8
2026-02-05T21:12:47.140132,4.833156108856201,0,0.0,47.02441912609916,66.93,18.59,2336.0,1,99.4,14.8,-45.0,89.4,84.0,87.1,103.6,103.6,103.6,103.6,25.0,25.0,25.0,25.0,3.71,2.9,1.96,1.94,1.94,1.97,99.5,4.46,0.0,0.0,0.0,6.47,0.0,9.74,12.95,0.01,13.78,15.0
2026-02-05T21:12:47.240702,4.9337053298950195,0,0.0,48.91980817880001,68.23,18.95,2366.0,1,99.4,14.8,-45.0,89.5,84.1,87.1,105.6,105.6,105.6,105.6,25.0,25.0,25.0,25.0,3.72,2.7,1.95,1.94,1.96,1.96,99.5,4.52,0.0,0.0,0.0,6.47,0.0,9.36,12.95,0.01,13.87,15.2
2026-02-05T21:12:47.341575,5.0344531536102295,0,0.0,50.851240655827695,69.53,19.31,2396.0,1,99.4,14.8,-45.0,89.6,84.1,87.1,107.7,107.7,107.7,107.7,25.0,25.0,25.0,25.0,3.73,2.81,1.98,1.95,1.95,1.98,99.5,4.58,0.0,0.0,0.0,6.47,0.0,9.51,12.95,0.01,13.87,15.4
2026-02-05T21:12:47.441825,5.134873628616333,0,0.0,52.8186121833564,70.83,19.67,2426.0,1,99.3,14.8,-45.0,89.6,84.1,87.2,109.7,109.7,109.7,109.7,25.0,25.0,25.0,25.0,3.74,2.77,1.98,1.97,1.98,1.97,99.5,4.63,0.0,0.0,0.0,6.47,0.0,9.31,12.94,0.01,13.76,15.5
2026-02-05T21:12:47.542537,5.235549688339233,0,0.0,54.821816821428186,72.12,20.03,2455.0,1,99.3,14.7,-45.0,89.7,84.1,87.2,111.8,111.8,111.8,111.8,25.0,25.0,25.0,25.0,3.75,2.86,1.98,1.99,1.98,1.96,99.4,4.69,0.0,0.0,0.0,6.47,0.0,9.67,12.94,0.01,13.71,15.7
2026-02-05T21:12:47.643117,5.336106777191162,0,0.0,56.86074708494608,73.4,20.39,2485.0,1,99.3,14.7,-45.0,89.8,84.2,87.2,113.9,113.9,113.9,113.9,25.0,25.0,25.0,25.0,3.76,2.72,1.97,1.96,1.97,2.0,99.4,4.75,0.0,0.0,0.0,6.47,0.0,9.36,12.94,0.01,13.9,15.9
2026-02-05T21:12:47.743935,5.43693995475769,0,0.0,58.935293964878575,74.68,20.75,2514.0,1,99.3,14.7,-45.0,89.8,84.2,87.2,116.1,116.1,116.1,116.1,25.0,25.0,25.0,25.0,3.77,2.84,1.99,1.98,1.98,1.98,99.4,4.8,0.0,0.0,0.0,6.47,0.0,9.44,12.94,0.01,13.88,16.1
2026-02-05T21:12:47.844870,5.537919998168945,0,0.0,61.04534694966724,75.96,21.1,2543.0,1,99.3,14.7,-45.0,89.9,84.2,87.2,118.2,118.2,118.2,118.2,25.0,25.0,25.0,25.0,3.78,2.88,1.99,1.98,1.99,2.01,99.4,4.86,0.0,0.0,0.0,6.47,0.0,10.03,12.94,0.01,13.84,16.3
2026-02-05T21:12:47.945394,5.638401985168457,0,0.0,63.19079404682876,77.24,21.45,2573.0,1,99.3,14.7,-45.0,90.0,84.2,87.3,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.79,2.89,2.0,2.0,1.97,1.97,99.4,4.91,0.0,0.0,0.0,6.47,0.0,9.78,12.94,0.01,13.86,16.5
2026-02-05T21:12:48.046053,5.73909330368042,0,0.0,65.37152180474303,78.51,21.81,2602.0,1,99.3,14.7,-45.0,90.0,84.3,87.3,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.8,2.88,2.0,2.0,1.98,2.01,99.4,4.97,0.0,0.0,0.0,6.47,0.0,9.77,12.94,0.01,13.83,16.7
2026-02-05T21:12:48.146759,5.839737415313721,0,0.0,67.58741533461865,79.77,22.16,2631.0,1,99.3,14.7,-45.0,90.1,84.3,87.3,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.81,2.74,2.01,1.98,2.0,1.98,99.3,5.02,0.0,0.0,0.0,6.47,0.0,9.58,12.94,0.01,13.88,16.9
2026-02-05T21:12:48.247286,5.9402995109558105,0,0.0,69.83835833262748,81.03,22.51,2660.0,1,99.2,14.7,-45.0,90.2,84.3,87.3,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.81,2.75,2.01,1.99,1.98,1.99,99.3,5.08,0.0,0.0,0.0,6.47,0.0,9.67,12.94,0.01,13.89,17.0
2026-02-05T21:12:48.348866,6.041876554489136,0,0.0,72.1242331021994,82.29,22.86,2689.0,1,99.2,14.7,-45.0,90.2,84.4,87.4,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.82,2.85,2.01,2.0,2.0,2.0,99.3,5.13,0.0,0.0,0.0,6.47,0.0,9.7,12.94,0.01,13.88,17.2
2026-02-05T21:12:48.449205,6.142255783081055,0,0.0,74.44492057646912,83.54,23.21,2717.0,1,99.2,14.7,-45.0,90.3,84.4,87.4,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.83,2.77,2.01,1.99,1.98,2.01,99.3,5.19,0.0,0.0,0.0,6.47,0.01,9.36,12.93,0.02,13.84,17.4
2026-02-05T21:12:48.549602,6.242619752883911,0,0.0,76.80030034086614,84.79,23.55,2746.0,1,99.2,14.7,-45.0,90.4,84.4,87.4,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.84,2.88,1.98,1.98,2.01,1.98,99.3,5.24,0.0,0.0,0.0,6.47,0.01,9.86,12.93,0.02,13.87,17.6
2026-02-05T21:12:48.650216,6.3431396484375,0,0.0,79.19025065583975,86.04,23.9,2775.0,1,99.2,14.7,-45.0,90.4,84.5,87.4,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.85,2.75,2.0,1.99,2.0,1.99,99.3,5.29,0.0,0.0,0.0,6.47,0.01,9.84,12.93,0.02,13.8,17.8
2026-02-05T21:12:48.750888,6.443899631500244,0,0.0,81.61464847971007,87.28,24.24,2803.0,1,99.2,14.7,-45.0,90.5,84.5,87.5,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.86,2.78,2.0,2.01,1.97,1.99,99.2,5.35,0.0,0.0,0.0,6.47,0.01,9.92,12.93,0.02,13.84,18.0
2026-02-05T21:12:48.851453,6.544478416442871,0,0.0,84.07336949163725,88.51,24.59,2831.0,1,99.2,14.7,-45.0,90.6,84.6,87.5,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.87,2.84,2.0,2.01,1.97,2.0,99.2,5.4,0.0,0.0,0.0,6.47,0.01,9.73,12.93,0.02,13.82,18.2
2026-02-05T21:12:48.952311,6.645276069641113,0,0.0,86.56628811469984,89.75,24.93,2860.0,1,99.2,14.7,-45.0,90.6,84.6,87.5,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.88,2.81,1.98,1.98,1.99,1.98,99.2,5.45,0.0,0.0,0.0,6.46,0.01,9.91,12.93,0.02,13.89,18.3
2026-02-05T21:12:49.052824,6.745873689651489,0,0.0,89.09327753907431,90.97,25.27,2888.0,1,99.2,14.7,-45.0,90.7,84.7,87.6,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.89,2.79,1.99,2.0,2.01,1.98,99.2,5.51,0.0,0.0,0.0,6.46,0.01,10.29,12.93,0.02,13.73,18.5
2026-02-05T21:12:49.153533,6.8465416431427,0,0.0,91.65420974530713,92.19,25.61,2916.0,1,99.1,14.7,-45.0,90.8,84.7,87.6,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.9,2.75,1.98,1.99,1.98,2.01,99.2,5.56,0.0,0.0,0.0,6.46,0.01,10.3,12.93,0.02,13.81,18.7
2026-02-05T21:12:49.254424,6.947439432144165,0,0.0,94.24895552767123,93.41,25.95,2944.0,1,99.1,14.7,-45.0,90.9,84.7,87.7,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.91,2.79,2.0,1.98,1.97,1.99,99.1,5.61,0.0,0.0,0.0,6.46,0.01,9.88,12.93,0.02,13.82,18.9
2026-02-05T21:12:49.355192,7.048234462738037,0,0.0,96.87738451759841,94.62,26.28,2972.0,1,99.1,14.7,-45.0,90.9,84.8,87.7,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.92,2.85,1.99,2.0,2.0,2.0,99.1,5.66,0.0,0.0,0.0,6.46,0.01,10.28,12.93,0.02,13.83,19.0
2026-02-05T21:12:49.455631,7.148658037185669,0,0.0,99.53936520717964,95.83,26.62,2999.0,1,99.1,14.7,-45.0,91.0,84.8,87.7,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.93,2.77,1.97,2.0,2.0,2.01,99.1,5.72,0.0,0.0,0.0,6.46,0.01,9.68,12.92,0.02,13.9,19.2
2026-02-05T21:12:49.556137,7.2491419315338135,0,0.0,102.23476497272489,97.03,26.95,3027.0,1,99.1,14.7,-45.0,91.1,84.9,87.8,120.0,120.0,120.0,120.0,25.0,25.0,25.0,25.0,3.93,2.74,2.0,1.98,2.0,1.99,99.1,5.77,0.0,0.0,0.0,6.46,0.01,9.99,12.92,0.02,13.86,19.4
